3121	none	price	But the staff was so horrible to us.
3121	none	anecdotes	But the staff was so horrible to us.
3121	none	food	But the staff was so horrible to us.
3121	none	ambience	But the staff was so horrible to us.
3121	negative	service	But the staff was so horrible to us.
2777	none	price	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.
2777	negative	anecdotes	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.
2777	positive	food	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.
2777	none	ambience	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.
2777	none	service	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.
1634	none	price	The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.
1634	none	anecdotes	The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.
1634	positive	food	The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.
1634	none	ambience	The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.
1634	none	service	The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.
2534	none	price	Where Gabriela personaly greets you and recommends you what to eat.
2534	none	anecdotes	Where Gabriela personaly greets you and recommends you what to eat.
2534	none	food	Where Gabriela personaly greets you and recommends you what to eat.
2534	none	ambience	Where Gabriela personaly greets you and recommends you what to eat.
2534	positive	service	Where Gabriela personaly greets you and recommends you what to eat.
583	none	price	For those that go once and don't enjoy it, all I can say is that they just don't get it.
583	positive	anecdotes	For those that go once and don't enjoy it, all I can say is that they just don't get it.
583	none	food	For those that go once and don't enjoy it, all I can say is that they just don't get it.
583	none	ambience	For those that go once and don't enjoy it, all I can say is that they just don't get it.
583	none	service	For those that go once and don't enjoy it, all I can say is that they just don't get it.
2846	none	price	Not only was the food outstanding, but the little 'perks' were great.
2846	none	anecdotes	Not only was the food outstanding, but the little 'perks' were great.
2846	positive	food	Not only was the food outstanding, but the little 'perks' were great.
2846	none	ambience	Not only was the food outstanding, but the little 'perks' were great.
2846	positive	service	Not only was the food outstanding, but the little 'perks' were great.
1571	negative	price	It is very overpriced and not very tasty.
1571	none	anecdotes	It is very overpriced and not very tasty.
1571	negative	food	It is very overpriced and not very tasty.
1571	none	ambience	It is very overpriced and not very tasty.
1571	none	service	It is very overpriced and not very tasty.
1458	none	price	Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).
1458	none	anecdotes	Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).
1458	positive	food	Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).
1458	none	ambience	Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).
1458	positive	service	Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).
3161	none	price	The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.
3161	none	anecdotes	The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.
3161	positive	food	The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.
3161	none	ambience	The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.
3161	none	service	The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.
2391	none	price	Nevertheless the food itself is pretty good.
2391	none	anecdotes	Nevertheless the food itself is pretty good.
2391	positive	food	Nevertheless the food itself is pretty good.
2391	none	ambience	Nevertheless the food itself is pretty good.
2391	none	service	Nevertheless the food itself is pretty good.
986	none	price	i've noticed megadeth, mr. scruff, st. germain, traditional vietnamese songs, black sabbath, jay-z, and daft punk all being played.
986	none	anecdotes	i've noticed megadeth, mr. scruff, st. germain, traditional vietnamese songs, black sabbath, jay-z, and daft punk all being played.
986	none	food	i've noticed megadeth, mr. scruff, st. germain, traditional vietnamese songs, black sabbath, jay-z, and daft punk all being played.
986	neutral	ambience	i've noticed megadeth, mr. scruff, st. germain, traditional vietnamese songs, black sabbath, jay-z, and daft punk all being played.
986	none	service	i've noticed megadeth, mr. scruff, st. germain, traditional vietnamese songs, black sabbath, jay-z, and daft punk all being played.
296	none	price	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.
296	none	anecdotes	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.
296	negative	food	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.
296	none	ambience	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.
296	none	service	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.
1793	none	price	It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!
1793	none	anecdotes	It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!
1793	none	food	It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!
1793	none	ambience	It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!
1793	conflict	service	It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!
2200	none	price	The design and atmosphere is just as good.
2200	none	anecdotes	The design and atmosphere is just as good.
2200	none	food	The design and atmosphere is just as good.
2200	positive	ambience	The design and atmosphere is just as good.
2200	none	service	The design and atmosphere is just as good.
3195	none	price	He has visited Thailand and is quite expert on the cuisine.
3195	none	anecdotes	He has visited Thailand and is quite expert on the cuisine.
3195	positive	food	He has visited Thailand and is quite expert on the cuisine.
3195	none	ambience	He has visited Thailand and is quite expert on the cuisine.
3195	none	service	He has visited Thailand and is quite expert on the cuisine.
3119	none	price	I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.
3119	positive	anecdotes	I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.
3119	none	food	I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.
3119	none	ambience	I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.
3119	none	service	I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.
3359	none	price	The pizza is the best if you like thin crusted pizza.
3359	none	anecdotes	The pizza is the best if you like thin crusted pizza.
3359	positive	food	The pizza is the best if you like thin crusted pizza.
3359	none	ambience	The pizza is the best if you like thin crusted pizza.
3359	none	service	The pizza is the best if you like thin crusted pizza.
70	none	price	My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
70	positive	anecdotes	My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
70	none	food	My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
70	none	ambience	My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
70	none	service	My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
1829	none	price	He can't help, they're bought up so fast.
1829	neutral	anecdotes	He can't help, they're bought up so fast.
1829	none	food	He can't help, they're bought up so fast.
1829	none	ambience	He can't help, they're bought up so fast.
1829	none	service	He can't help, they're bought up so fast.
2935	none	price	Secondly, on this night the place was overwhelmed by upper east side ladies perfume.
2935	none	anecdotes	Secondly, on this night the place was overwhelmed by upper east side ladies perfume.
2935	none	food	Secondly, on this night the place was overwhelmed by upper east side ladies perfume.
2935	negative	ambience	Secondly, on this night the place was overwhelmed by upper east side ladies perfume.
2935	none	service	Secondly, on this night the place was overwhelmed by upper east side ladies perfume.
1805	none	price	i have eaten here a handful of times, for no reason besides sheer convenience.
1805	neutral	anecdotes	i have eaten here a handful of times, for no reason besides sheer convenience.
1805	none	food	i have eaten here a handful of times, for no reason besides sheer convenience.
1805	none	ambience	i have eaten here a handful of times, for no reason besides sheer convenience.
1805	none	service	i have eaten here a handful of times, for no reason besides sheer convenience.
2559	none	price	Obviously run by folks who know a pie.
2559	none	anecdotes	Obviously run by folks who know a pie.
2559	none	food	Obviously run by folks who know a pie.
2559	none	ambience	Obviously run by folks who know a pie.
2559	positive	service	Obviously run by folks who know a pie.
716	none	price	We were very disappointed.
716	negative	anecdotes	We were very disappointed.
716	none	food	We were very disappointed.
716	none	ambience	We were very disappointed.
716	none	service	We were very disappointed.
2464	positive	price	IT IS DEFINITELY SPECIAL AND AFFORDABLE.
2464	positive	anecdotes	IT IS DEFINITELY SPECIAL AND AFFORDABLE.
2464	none	food	IT IS DEFINITELY SPECIAL AND AFFORDABLE.
2464	none	ambience	IT IS DEFINITELY SPECIAL AND AFFORDABLE.
2464	none	service	IT IS DEFINITELY SPECIAL AND AFFORDABLE.
385	none	price	I really liked this place.
385	positive	anecdotes	I really liked this place.
385	none	food	I really liked this place.
385	none	ambience	I really liked this place.
385	none	service	I really liked this place.
1350	none	price	I will be going back very soon.
1350	positive	anecdotes	I will be going back very soon.
1350	none	food	I will be going back very soon.
1350	none	ambience	I will be going back very soon.
1350	none	service	I will be going back very soon.
3534	none	price	All the money went into the interior decoration, none of it went to the chefs.
3534	none	anecdotes	All the money went into the interior decoration, none of it went to the chefs.
3534	negative	food	All the money went into the interior decoration, none of it went to the chefs.
3534	positive	ambience	All the money went into the interior decoration, none of it went to the chefs.
3534	none	service	All the money went into the interior decoration, none of it went to the chefs.
1407	none	price	The seats are uncomfortable if you are sitting against the wall on wooden benches.
1407	none	anecdotes	The seats are uncomfortable if you are sitting against the wall on wooden benches.
1407	none	food	The seats are uncomfortable if you are sitting against the wall on wooden benches.
1407	negative	ambience	The seats are uncomfortable if you are sitting against the wall on wooden benches.
1407	none	service	The seats are uncomfortable if you are sitting against the wall on wooden benches.
565	none	price	I asked for seltzer with lime, no ice.
565	none	anecdotes	I asked for seltzer with lime, no ice.
565	neutral	food	I asked for seltzer with lime, no ice.
565	none	ambience	I asked for seltzer with lime, no ice.
565	none	service	I asked for seltzer with lime, no ice.
387	positive	price	It was pretty inexpensive too.
387	none	anecdotes	It was pretty inexpensive too.
387	none	food	It was pretty inexpensive too.
387	none	ambience	It was pretty inexpensive too.
387	none	service	It was pretty inexpensive too.
1314	none	price	Will not be back.
1314	negative	anecdotes	Will not be back.
1314	none	food	Will not be back.
1314	none	ambience	Will not be back.
1314	none	service	Will not be back.
675	none	price	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.
675	none	anecdotes	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.
675	positive	food	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.
675	none	ambience	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.
675	none	service	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.
2227	none	price	My suggestion is to eat family style because you'll want to try the other dishes.
2227	none	anecdotes	My suggestion is to eat family style because you'll want to try the other dishes.
2227	neutral	food	My suggestion is to eat family style because you'll want to try the other dishes.
2227	none	ambience	My suggestion is to eat family style because you'll want to try the other dishes.
2227	none	service	My suggestion is to eat family style because you'll want to try the other dishes.
3367	none	price	Best of all is the warm vibe, the owner is super friendly and service is fast.
3367	none	anecdotes	Best of all is the warm vibe, the owner is super friendly and service is fast.
3367	none	food	Best of all is the warm vibe, the owner is super friendly and service is fast.
3367	positive	ambience	Best of all is the warm vibe, the owner is super friendly and service is fast.
3367	positive	service	Best of all is the warm vibe, the owner is super friendly and service is fast.
1210	negative	price	This isn't a value joint.
1210	none	anecdotes	This isn't a value joint.
1210	none	food	This isn't a value joint.
1210	none	ambience	This isn't a value joint.
1210	none	service	This isn't a value joint.
2191	none	price	Faan's got a great concept but a little rough on the delivery.
2191	positive	anecdotes	Faan's got a great concept but a little rough on the delivery.
2191	none	food	Faan's got a great concept but a little rough on the delivery.
2191	none	ambience	Faan's got a great concept but a little rough on the delivery.
2191	negative	service	Faan's got a great concept but a little rough on the delivery.
270	none	price	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.
270	none	anecdotes	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.
270	positive	food	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.
270	positive	ambience	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.
270	positive	service	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.
638	positive	price	Great food at REASONABLE prices, makes for an evening that can't be beat!
638	none	anecdotes	Great food at REASONABLE prices, makes for an evening that can't be beat!
638	positive	food	Great food at REASONABLE prices, makes for an evening that can't be beat!
638	none	ambience	Great food at REASONABLE prices, makes for an evening that can't be beat!
638	none	service	Great food at REASONABLE prices, makes for an evening that can't be beat!
500	none	price	Look foward to trying the Ruben upon returning.
500	positive	anecdotes	Look foward to trying the Ruben upon returning.
500	none	food	Look foward to trying the Ruben upon returning.
500	none	ambience	Look foward to trying the Ruben upon returning.
500	none	service	Look foward to trying the Ruben upon returning.
1108	none	price	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
1108	neutral	anecdotes	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
1108	none	food	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
1108	none	ambience	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
1108	none	service	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
3294	none	price	We usually go to the Chart House to celebrate a birthday or anniversary.
3294	neutral	anecdotes	We usually go to the Chart House to celebrate a birthday or anniversary.
3294	none	food	We usually go to the Chart House to celebrate a birthday or anniversary.
3294	none	ambience	We usually go to the Chart House to celebrate a birthday or anniversary.
3294	none	service	We usually go to the Chart House to celebrate a birthday or anniversary.
388	positive	price	this little place has a cute interior decor and affordable city prices.
388	none	anecdotes	this little place has a cute interior decor and affordable city prices.
388	none	food	this little place has a cute interior decor and affordable city prices.
388	positive	ambience	this little place has a cute interior decor and affordable city prices.
388	none	service	this little place has a cute interior decor and affordable city prices.
3070	none	price	You'll adore it.
3070	positive	anecdotes	You'll adore it.
3070	none	food	You'll adore it.
3070	none	ambience	You'll adore it.
3070	none	service	You'll adore it.
3373	positive	price	Two words: Free wine.
3373	none	anecdotes	Two words: Free wine.
3373	none	food	Two words: Free wine.
3373	none	ambience	Two words: Free wine.
3373	none	service	Two words: Free wine.
425	positive	price	The price is reasonable although the service is poor.
425	none	anecdotes	The price is reasonable although the service is poor.
425	none	food	The price is reasonable although the service is poor.
425	none	ambience	The price is reasonable although the service is poor.
425	negative	service	The price is reasonable although the service is poor.
3192	none	price	The quantity is also very good, you will come out satisfied.
3192	none	anecdotes	The quantity is also very good, you will come out satisfied.
3192	positive	food	The quantity is also very good, you will come out satisfied.
3192	none	ambience	The quantity is also very good, you will come out satisfied.
3192	none	service	The quantity is also very good, you will come out satisfied.
1098	none	price	I have been to Roth's twice and both times were very disappointing.
1098	negative	anecdotes	I have been to Roth's twice and both times were very disappointing.
1098	none	food	I have been to Roth's twice and both times were very disappointing.
1098	none	ambience	I have been to Roth's twice and both times were very disappointing.
1098	none	service	I have been to Roth's twice and both times were very disappointing.
2173	none	price	Worth visiting the 1st Ave spot because it is the original store.
2173	positive	anecdotes	Worth visiting the 1st Ave spot because it is the original store.
2173	none	food	Worth visiting the 1st Ave spot because it is the original store.
2173	none	ambience	Worth visiting the 1st Ave spot because it is the original store.
2173	none	service	Worth visiting the 1st Ave spot because it is the original store.
391	none	price	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.
391	neutral	anecdotes	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.
391	none	food	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.
391	none	ambience	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.
391	none	service	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.
263	none	price	Raga's is a romantic, cozy restaurant.
263	none	anecdotes	Raga's is a romantic, cozy restaurant.
263	none	food	Raga's is a romantic, cozy restaurant.
263	positive	ambience	Raga's is a romantic, cozy restaurant.
263	none	service	Raga's is a romantic, cozy restaurant.
2384	none	price	The fried rice is amazing here.
